TaxName	species	Abundance_per_rank_RawFile	SampleCategory	RawFile
Lachnospiraceae bacterium oral taxon 082	712976	97.46963	Perio	Perio-E11
Neisseria subflava	28449	96.47706	Perio	Perio-E11
Actinomyces odontolyticus	1660	94.66548	Perio	Perio-E11
Megasphaera micronuciformis	187326	91.31189	Perio	Perio-E11
Selenomonas sp. oral taxon 149	712535	73.10669	Perio	Perio-E11
Fusobacterium nucleatum	851	70.36871	Perio	Perio-E11
Peptostreptococcus stomatis	341694	62.3521	Perio	Perio-E11
Tannerella sp. oral taxon BU063	712710	61.69294	Perio	Perio-E11
Prevotella scopos	589437	49.34104	Perio	Perio-E11
Leptotrichia buccalis	40542	48.96619	Perio	Perio-E11
Selenomonas sputigena	69823	48.85709	Perio	Perio-E11
Streptococcus australis	113107	46.91155	Perio	Perio-E11
Lachnoanaerobaculum saburreum	467210	46.43759	Perio	Perio-E11
Granulicatella adiacens	46124	43.97789	Perio	Perio-E11
Atopobium parvulum	1382	43.11905	Perio	Perio-E11
Prevotella buccalis	28127	43.06556	Perio	Perio-E11
Porphyromonas gingivalis	837	42.55243	Perio	Perio-E11
Gemella haemolysans	1379	40.0	Perio	Perio-E11
Polynucleobacter necessarius	576610	40.0	Perio	Perio-E11
Selenomonas flueggei	135080	29.08233	Perio	Perio-E11
Prevotella sp. oral taxon 299	652716	26.81577	Perio	Perio-E11
Streptococcus oligofermentans	195041	26.74277	Perio	Perio-E11
Prevotella nigrescens	28133	24.64027	Perio	Perio-E11
Mycoplasma salivarium	2124	23.98672	Perio	Perio-E11
Streptococcus gordonii	1302	23.83151	Perio	Perio-E11
Prevotella baroniae	305719	23.78399	Perio	Perio-E11
Mycoplasma mycoides	2102	23.74011	Perio	Perio-E11
Prevotella saccharolytica	633701	23.6126	Perio	Perio-E11
Prevotella veroralis	28137	23.52009	Perio	Perio-E11
Fusobacterium sp. oral taxon 370	712288	23.06763	Perio	Perio-E11
Prevotella salivae	228604	22.8961	Perio	Perio-E11
Streptococcus cristatus	45634	22.59756	Perio	Perio-E11
Capnocytophaga sp. oral taxon 329	706435	22.45779	Perio	Perio-E11
Selenomonas sp. oral taxon 138	712532	20.7768	Perio	Perio-E11
Filifactor alocis	143361	20.47927	Perio	Perio-E11
Neisseria meningitidis	487	20.0	Perio	Perio-E11
Veillonella parvula	29466	20.0	Perio	Perio-E11
Campylobacter concisus	199	20.0	Perio	Perio-E11
Abiotrophia defectiva	46125	20.0	Perio	Perio-E11
Alloprevotella tannerae	76122	20.0	Perio	Perio-E11
Leptotrichia goodfellowii	157692	20.0	Perio	Perio-E11
Prevotella oris	28135	20.0	Perio	Perio-E11
Actinomyces sp. oral taxon 180	651609	20.0	Perio	Perio-E11
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E11
Aggregatibacter aphrophilus	732	20.0	Perio	Perio-E11
Alloprevotella rava	671218	20.0	Perio	Perio-E11
Prevotella sp. oral taxon 306	712461	20.0	Perio	Perio-E11
Actinomyces massiliensis	461393	20.0	Perio	Perio-E11
Bacteroides pyogenes	310300	20.0	Perio	Perio-E11
Actinomyces timonensis	1288391	20.0	Perio	Perio-E11
Prevotella multisaccharivorax	310514	20.0	Perio	Perio-E11
Rothia mucilaginosa	43675	1345.26443	Perio	Perio-E12
Haemophilus parainfluenzae	729	751.6048	Perio	Perio-E12
Prevotella histicola	470565	738.72726	Perio	Perio-E12
Prevotella melaninogenica	28132	610.72954	Perio	Perio-E12
Veillonella atypica	39777	605.90092	Perio	Perio-E12
Streptococcus salivarius	1304	508.09546	Perio	Perio-E12
Prevotella pallens	60133	473.03673	Perio	Perio-E12
Veillonella dispar	39778	450.2659	Perio	Perio-E12
Prevotella sp. oral taxon 473	712469	438.32295	Perio	Perio-E12
Neisseria mucosa	488	369.81904	Perio	Perio-E12
Streptococcus parasanguinis	1318	331.85151	Perio	Perio-E12
Stomatobaculum longum	796942	326.27713	Perio	Perio-E12
Streptococcus mitis	28037	309.9301	Perio	Perio-E12
Actinomyces graevenitzii	55565	264.62335	Perio	Perio-E12
Veillonella sp. oral taxon 158	671228	250.02438	Perio	Perio-E12
Fusobacterium periodonticum	860	242.6382	Perio	Perio-E12
Leptotrichia wadei	157687	223.58705	Perio	Perio-E12
Leptotrichia sp. oral taxon 215	712359	205.00571	Perio	Perio-E12
Porphyromonas sp. oral taxon 279	712438	198.82785	Perio	Perio-E12
Gemella sanguinis	84135	174.17206	Perio	Perio-E12
Actinomyces sp. oral taxon 172	712118	171.55444	Perio	Perio-E12
Streptococcus infantis	68892	158.23655	Perio	Perio-E12
candidate division TM7 single-cell isolate TM7a	447454	131.76085	Perio	Perio-E12
Oribacterium sinus	237576	129.12765	Perio	Perio-E12
Neisseria subflava	28449	111.48136	Perio	Perio-E12
Corynebacterium matruchotii	43768	106.63245	Perio	Perio-E12
Lachnospiraceae bacterium oral taxon 082	712976	95.07676	Perio	Perio-E12
Megasphaera micronuciformis	187326	93.56552	Perio	Perio-E12
Actinomyces odontolyticus	1660	91.46616	Perio	Perio-E12
Leptotrichia shahii	157691	89.36623	Perio	Perio-E12
Fusobacterium nucleatum	851	78.61823	Perio	Perio-E12
Peptostreptococcus stomatis	341694	73.14272	Perio	Perio-E12
Selenomonas sp. oral taxon 149	712535	67.90937	Perio	Perio-E12
Tannerella sp. oral taxon BU063	712710	67.17775	Perio	Perio-E12
Prevotella scopos	589437	56.44449	Perio	Perio-E12
Prevotella buccalis	28127	52.71856	Perio	Perio-E12
Selenomonas sputigena	69823	50.17918	Perio	Perio-E12
Leptotrichia buccalis	40542	48.16501	Perio	Perio-E12
Granulicatella adiacens	46124	47.95171	Perio	Perio-E12
Gemella haemolysans	1379	44.32022	Perio	Perio-E12
Polynucleobacter necessarius	576610	43.27736	Perio	Perio-E12
Porphyromonas gingivalis	837	41.91783	Perio	Perio-E12
Streptococcus australis	113107	41.84185	Perio	Perio-E12
Atopobium parvulum	1382	41.13867	Perio	Perio-E12
Lachnoanaerobaculum saburreum	467210	40.0	Perio	Perio-E12
Prevotella sp. oral taxon 299	652716	30.41124	Perio	Perio-E12
Prevotella saccharolytica	633701	27.92455	Perio	Perio-E12
Mycoplasma salivarium	2124	26.61328	Perio	Perio-E12
Selenomonas flueggei	135080	26.23101	Perio	Perio-E12
Prevotella veroralis	28137	26.10084	Perio	Perio-E12
Streptococcus oligofermentans	195041	26.02711	Perio	Perio-E12
Streptococcus gordonii	1302	26.01536	Perio	Perio-E12
Fusobacterium sp. oral taxon 370	712288	25.49895	Perio	Perio-E12
Prevotella multisaccharivorax	310514	25.31503	Perio	Perio-E12
Prevotella nigrescens	28133	25.10516	Perio	Perio-E12
Prevotella sp. oral taxon 306	712461	24.24924	Perio	Perio-E12
Veillonella parvula	29466	24.06644	Perio	Perio-E12
Leptotrichia goodfellowii	157692	24.04071	Perio	Perio-E12
Bacteroides pyogenes	310300	23.99373	Perio	Perio-E12
Capnocytophaga sp. oral taxon 329	706435	23.98811	Perio	Perio-E12
Actinomyces sp. oral taxon 180	651609	23.32732	Perio	Perio-E12
Actinomyces timonensis	1288391	23.31791	Perio	Perio-E12
Filifactor alocis	143361	23.2652	Perio	Perio-E12
Prevotella baroniae	305719	23.21009	Perio	Perio-E12
Aggregatibacter aphrophilus	732	22.06626	Perio	Perio-E12
Prevotella salivae	228604	22.02119	Perio	Perio-E12
Mycoplasma mycoides	2102	21.53489	Perio	Perio-E12
Prevotella oris	28135	21.12827	Perio	Perio-E12
Campylobacter concisus	199	20.85967	Perio	Perio-E12
Neisseria meningitidis	487	20.0	Perio	Perio-E12
Abiotrophia defectiva	46125	20.0	Perio	Perio-E12
Alloprevotella tannerae	76122	20.0	Perio	Perio-E12
Streptococcus cristatus	45634	20.0	Perio	Perio-E12
Lachnospiraceae bacterium oral taxon 500	712991	20.0	Perio	Perio-E12
Alloprevotella rava	671218	20.0	Perio	Perio-E12
Actinomyces massiliensis	461393	20.0	Perio	Perio-E12
Selenomonas sp. oral taxon 138	712532	20.0	Perio	Perio-E12
